"image 1","7.259648034250001"
"image 2","7.1493274087400005"
"image 3","7.246422248990002"
"image 4","7.17588527053"
"image 5","7.1485252910599995"
"image 6","7.173466643299999"
"image 7","7.145555836919999"
"image 8","7.1508477606600005"
"image 9","7.247003813540001"
"image 10","7.15064676176"
"image 11","7.138173826689999"
"image 12","7.14091983133"
"image 13","7.163404003019998"
"image 14","7.269037808900001"
"image 15","7.201603579689999"
"image 16","7.2344158854700025"
"image 17","7.1387468395299996"
"image 18","7.173278189629998"
"image 19","7.273398232580002"
"image 20","7.133213086219996"
"image 21","7.172789398849997"
"image 22","7.17168799358"
"image 23","7.224089763490003"
"image 24","7.256288796960006"
"image 25","7.138186742899997"
"image 26","7.1878445448499955"
"image 27","7.195158618849998"
"image 28","7.194545304330002"
"image 29","7.236665617760002"
"image 30","7.188618611669997"
"image 31","7.181930264370001"
"image 32","7.341774000120003"
"image 33","7.227461202679999"
"image 34","7.203385611150005"
"image 35","7.173946585979999"
"image 36","7.177401327349998"
"image 37","7.3066678824499975"
"image 38","7.17879102209"
"image 39","7.166362826360001"
"image 40","7.221396551349999"
"image 41","7.19895861676"
"image 42","7.18362104105"
"image 43","7.172096056730002"
"image 44","7.182860749149998"
"image 45","7.21330362555"
"image 46","7.1640288943099995"
"image 47","7.3165471924100025"
"image 48","7.21147801185"
"image 49","7.308736748400001"
"image 50","7.18382987217"
"image 51","7.25187921826"
"image 52","7.248348274449998"
"image 53","7.2232706210199975"
"image 54","7.188210093099996"
"image 55","7.240266310109998"
"image 56","7.148705735600001"
"image 57","7.1892775649899985"
"image 58","7.148208978720003"
"image 59","7.204770971260001"
"image 60","7.159850203230003"
"image 61","7.197674251930002"
"image 62","7.253125348530002"
"image 63","7.217043406880001"
"image 64","7.151521188819999"
"image 65","7.197615705990001"
"image 66","7.20302412144"
"image 67","7.295653999170002"
"image 68","7.200871744799998"
"image 69","7.261614997590001"
"image 70","7.178309741370001"
"image 71","7.166380821330002"
"image 72","7.308287619569996"
"image 73","7.14332658128"
"image 74","7.167637328650001"
"image 75","7.143791750140002"
"image 76","7.1711334183699975"
"image 77","7.2402247842700005"
"image 78","7.192102776260001"
"image 79","7.180696932219998"
"image 80","7.203052119009999"
"image 81","7.225418209010001"
"image 82","7.13174256943"
"image 83","7.213379640889998"
"image 84","7.142551238610001"
"image 85","7.153713476730001"
"image 86","7.145588882129999"
"image 87","7.228822660430003"
"image 88","7.1338806727299975"
"image 89","7.229397413760001"
"image 90","7.173013615459997"
"image 91","7.153690235399997"
"image 92","7.21004433428"
"image 93","7.335377070030001"
"image 94","7.146548328900003"
"image 95","7.169109486250003"
"image 96","7.140789320020002"
"image 97","7.159218104799999"
"image 98","7.24293409964"
"image 99","7.19450251728"
"image 100","7.170756767170003"
