timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2018/10/21 17:30:40.469, [Not Supported], 0 %, 0 %
2018/10/21 17:30:41.471, [Not Supported], 7 %, 4 %
2018/10/21 17:30:42.472, [Not Supported], 0 %, 0 %
2018/10/21 17:30:43.473, [Not Supported], 0 %, 0 %
2018/10/21 17:30:44.474, [Not Supported], 0 %, 0 %
2018/10/21 17:30:45.475, [Not Supported], 0 %, 0 %
2018/10/21 17:30:46.476, [Not Supported], 7 %, 4 %
2018/10/21 17:30:47.477, [Not Supported], 0 %, 0 %
2018/10/21 17:30:48.478, [Not Supported], 0 %, 0 %
2018/10/21 17:30:49.479, [Not Supported], 7 %, 4 %
2018/10/21 17:30:50.480, [Not Supported], 0 %, 0 %
2018/10/21 17:30:51.480, [Not Supported], 0 %, 0 %
2018/10/21 17:30:52.481, [Not Supported], 7 %, 4 %
2018/10/21 17:30:53.482, [Not Supported], 0 %, 0 %
2018/10/21 17:30:54.483, [Not Supported], 0 %, 0 %
2018/10/21 17:30:55.484, [Not Supported], 0 %, 0 %
2018/10/21 17:30:56.485, [Not Supported], 0 %, 0 %
2018/10/21 17:30:57.486, [Not Supported], 0 %, 0 %
2018/10/21 17:30:58.487, [Not Supported], 0 %, 0 %
2018/10/21 17:30:59.488, [Not Supported], 0 %, 0 %
2018/10/21 17:31:00.489, [Not Supported], 0 %, 0 %
2018/10/21 17:31:01.491, [Not Supported], 0 %, 0 %
2018/10/21 17:31:02.492, [Not Supported], 0 %, 0 %
2018/10/21 17:31:03.493, [Not Supported], 0 %, 0 %
2018/10/21 17:31:04.494, [Not Supported], 0 %, 0 %
2018/10/21 17:31:05.495, [Not Supported], 0 %, 0 %
2018/10/21 17:31:06.496, [Not Supported], 0 %, 0 %
2018/10/21 17:31:07.497, [Not Supported], 0 %, 0 %
2018/10/21 17:31:08.498, [Not Supported], 0 %, 0 %
2018/10/21 17:31:09.500, [Not Supported], 0 %, 0 %
2018/10/21 17:31:10.501, [Not Supported], 0 %, 0 %
2018/10/21 17:31:11.502, [Not Supported], 0 %, 0 %
2018/10/21 17:31:12.503, [Not Supported], 0 %, 0 %
2018/10/21 17:31:13.504, [Not Supported], 0 %, 0 %
2018/10/21 17:31:14.505, [Not Supported], 0 %, 0 %
2018/10/21 17:31:15.507, [Not Supported], 0 %, 0 %
2018/10/21 17:31:16.508, [Not Supported], 0 %, 0 %
2018/10/21 17:31:17.509, [Not Supported], 0 %, 0 %
2018/10/21 17:31:18.510, [Not Supported], 0 %, 0 %
2018/10/21 17:31:19.511, [Not Supported], 0 %, 0 %
2018/10/21 17:31:20.512, [Not Supported], 0 %, 0 %
2018/10/21 17:31:21.513, [Not Supported], 0 %, 0 %
2018/10/21 17:31:22.514, [Not Supported], 0 %, 0 %
2018/10/21 17:31:23.515, [Not Supported], 0 %, 0 %
2018/10/21 17:31:24.516, [Not Supported], 0 %, 0 %
2018/10/21 17:31:25.517, [Not Supported], 0 %, 0 %
2018/10/21 17:31:26.518, [Not Supported], 0 %, 0 %
2018/10/21 17:31:27.519, [Not Supported], 0 %, 0 %
2018/10/21 17:31:28.520, [Not Supported], 0 %, 0 %
2018/10/21 17:31:29.521, [Not Supported], 0 %, 0 %
2018/10/21 17:31:30.523, [Not Supported], 0 %, 0 %
2018/10/21 17:31:31.524, [Not Supported], 0 %, 0 %
2018/10/21 17:31:32.525, [Not Supported], 0 %, 0 %
2018/10/21 17:31:33.526, [Not Supported], 0 %, 0 %
2018/10/21 17:31:34.527, [Not Supported], 0 %, 0 %
2018/10/21 17:31:35.528, [Not Supported], 0 %, 0 %
2018/10/21 17:31:36.529, [Not Supported], 0 %, 0 %
2018/10/21 17:31:37.530, [Not Supported], 0 %, 0 %
2018/10/21 17:31:38.531, [Not Supported], 0 %, 0 %
2018/10/21 17:31:39.532, [Not Supported], 0 %, 0 %
2018/10/21 17:31:40.533, [Not Supported], 0 %, 0 %
2018/10/21 17:31:41.534, [Not Supported], 0 %, 0 %
2018/10/21 17:31:42.536, [Not Supported], 0 %, 0 %
2018/10/21 17:31:43.537, [Not Supported], 0 %, 0 %
2018/10/21 17:31:44.538, [Not Supported], 0 %, 0 %
2018/10/21 17:31:45.539, [Not Supported], 0 %, 0 %
2018/10/21 17:31:46.540, [Not Supported], 0 %, 0 %
2018/10/21 17:31:47.540, [Not Supported], 0 %, 0 %
2018/10/21 17:31:48.541, [Not Supported], 0 %, 0 %
2018/10/21 17:31:49.542, [Not Supported], 0 %, 0 %
2018/10/21 17:31:50.543, [Not Supported], 0 %, 0 %
2018/10/21 17:31:51.545, [Not Supported], 0 %, 0 %
2018/10/21 17:31:52.546, [Not Supported], 0 %, 0 %
2018/10/21 17:31:53.547, [Not Supported], 0 %, 0 %
2018/10/21 17:31:54.548, [Not Supported], 0 %, 0 %
2018/10/21 17:31:55.549, [Not Supported], 0 %, 0 %
2018/10/21 17:31:56.550, [Not Supported], 0 %, 0 %
2018/10/21 17:31:57.552, [Not Supported], 0 %, 0 %
2018/10/21 17:31:58.552, [Not Supported], 0 %, 0 %
2018/10/21 17:31:59.553, [Not Supported], 0 %, 0 %
2018/10/21 17:32:00.555, [Not Supported], 0 %, 0 %
2018/10/21 17:32:01.556, [Not Supported], 0 %, 0 %
2018/10/21 17:32:02.557, [Not Supported], 0 %, 0 %
2018/10/21 17:32:03.558, [Not Supported], 0 %, 0 %
2018/10/21 17:32:04.559, [Not Supported], 0 %, 0 %
2018/10/21 17:32:05.560, [Not Supported], 0 %, 0 %
2018/10/21 17:32:06.561, [Not Supported], 0 %, 0 %
2018/10/21 17:32:07.562, [Not Supported], 0 %, 0 %
2018/10/21 17:32:08.563, [Not Supported], 0 %, 0 %
2018/10/21 17:32:09.564, [Not Supported], 0 %, 0 %
2018/10/21 17:32:10.565, [Not Supported], 0 %, 0 %
2018/10/21 17:32:11.566, [Not Supported], 0 %, 0 %
2018/10/21 17:32:12.567, [Not Supported], 0 %, 0 %
2018/10/21 17:32:13.568, [Not Supported], 0 %, 0 %
2018/10/21 17:32:14.569, [Not Supported], 0 %, 0 %
2018/10/21 17:32:15.570, [Not Supported], 0 %, 0 %
2018/10/21 17:32:16.571, [Not Supported], 0 %, 0 %
2018/10/21 17:32:17.572, [Not Supported], 0 %, 0 %
2018/10/21 17:32:18.573, [Not Supported], 0 %, 0 %
2018/10/21 17:32:19.574, [Not Supported], 0 %, 0 %
2018/10/21 17:32:20.575, [Not Supported], 0 %, 0 %
2018/10/21 17:32:21.576, [Not Supported], 0 %, 0 %
2018/10/21 17:32:22.577, [Not Supported], 0 %, 0 %
2018/10/21 17:32:23.578, [Not Supported], 0 %, 0 %
2018/10/21 17:32:24.579, [Not Supported], 0 %, 0 %
2018/10/21 17:32:25.580, [Not Supported], 0 %, 0 %
2018/10/21 17:32:26.581, [Not Supported], 0 %, 0 %
2018/10/21 17:32:27.582, [Not Supported], 0 %, 0 %
2018/10/21 17:32:28.583, [Not Supported], 0 %, 0 %
2018/10/21 17:32:29.584, [Not Supported], 0 %, 0 %
2018/10/21 17:32:30.586, [Not Supported], 0 %, 0 %
2018/10/21 17:32:31.587, [Not Supported], 0 %, 0 %
2018/10/21 17:32:32.588, [Not Supported], 0 %, 0 %
2018/10/21 17:32:33.588, [Not Supported], 0 %, 0 %
2018/10/21 17:32:34.589, [Not Supported], 0 %, 0 %
2018/10/21 17:32:35.590, [Not Supported], 0 %, 0 %
2018/10/21 17:32:36.592, [Not Supported], 0 %, 0 %
2018/10/21 17:32:37.593, [Not Supported], 0 %, 0 %
2018/10/21 17:32:38.593, [Not Supported], 0 %, 0 %
2018/10/21 17:32:39.594, [Not Supported], 0 %, 0 %
2018/10/21 17:32:40.595, [Not Supported], 0 %, 0 %
2018/10/21 17:32:41.597, [Not Supported], 0 %, 0 %
2018/10/21 17:32:42.598, [Not Supported], 0 %, 0 %
2018/10/21 17:32:43.598, [Not Supported], 0 %, 0 %
2018/10/21 17:32:44.600, [Not Supported], 0 %, 0 %
2018/10/21 17:32:45.601, [Not Supported], 0 %, 0 %
2018/10/21 17:32:46.602, [Not Supported], 0 %, 0 %
2018/10/21 17:32:47.603, [Not Supported], 0 %, 0 %
2018/10/21 17:32:48.604, [Not Supported], 0 %, 0 %
2018/10/21 17:32:49.605, [Not Supported], 0 %, 0 %
2018/10/21 17:32:50.606, [Not Supported], 0 %, 0 %
2018/10/21 17:32:51.607, [Not Supported], 0 %, 0 %
2018/10/21 17:32:52.608, [Not Supported], 0 %, 0 %
2018/10/21 17:32:53.609, [Not Supported], 0 %, 0 %
2018/10/21 17:32:54.610, [Not Supported], 0 %, 0 %
2018/10/21 17:32:55.611, [Not Supported], 0 %, 0 %
2018/10/21 17:32:56.612, [Not Supported], 0 %, 0 %
2018/10/21 17:32:57.613, [Not Supported], 0 %, 0 %
2018/10/21 17:32:58.614, [Not Supported], 0 %, 0 %
2018/10/21 17:32:59.615, [Not Supported], 0 %, 0 %
2018/10/21 17:33:00.616, [Not Supported], 0 %, 0 %
2018/10/21 17:33:01.617, [Not Supported], 0 %, 0 %
2018/10/21 17:33:02.618, [Not Supported], 0 %, 0 %
2018/10/21 17:33:03.619, [Not Supported], 0 %, 0 %
2018/10/21 17:33:04.620, [Not Supported], 0 %, 0 %
2018/10/21 17:33:05.621, [Not Supported], 0 %, 0 %
2018/10/21 17:33:06.623, [Not Supported], 0 %, 0 %
2018/10/21 17:33:07.624, [Not Supported], 0 %, 0 %
2018/10/21 17:33:08.625, [Not Supported], 0 %, 0 %
2018/10/21 17:33:09.626, [Not Supported], 0 %, 0 %
2018/10/21 17:33:10.627, [Not Supported], 0 %, 0 %
2018/10/21 17:33:11.628, [Not Supported], 0 %, 0 %
2018/10/21 17:33:12.629, [Not Supported], 0 %, 0 %
2018/10/21 17:33:13.630, [Not Supported], 0 %, 0 %
2018/10/21 17:33:14.631, [Not Supported], 0 %, 0 %
2018/10/21 17:33:15.632, [Not Supported], 0 %, 0 %
2018/10/21 17:33:16.633, [Not Supported], 0 %, 0 %
2018/10/21 17:33:17.635, [Not Supported], 0 %, 0 %
2018/10/21 17:33:18.636, [Not Supported], 0 %, 0 %
2018/10/21 17:33:19.637, [Not Supported], 0 %, 0 %
2018/10/21 17:33:20.638, [Not Supported], 0 %, 0 %
2018/10/21 17:33:21.639, [Not Supported], 0 %, 0 %
2018/10/21 17:33:22.640, [Not Supported], 0 %, 0 %
2018/10/21 17:33:23.641, [Not Supported], 0 %, 0 %
2018/10/21 17:33:24.642, [Not Supported], 0 %, 0 %
2018/10/21 17:33:25.643, [Not Supported], 0 %, 0 %
2018/10/21 17:33:26.644, [Not Supported], 0 %, 0 %
2018/10/21 17:33:27.645, [Not Supported], 0 %, 0 %
2018/10/21 17:33:28.646, [Not Supported], 0 %, 0 %
2018/10/21 17:33:29.647, [Not Supported], 0 %, 0 %
2018/10/21 17:33:30.648, [Not Supported], 0 %, 0 %
2018/10/21 17:33:31.649, [Not Supported], 0 %, 0 %
2018/10/21 17:33:32.650, [Not Supported], 0 %, 0 %
2018/10/21 17:33:33.652, [Not Supported], 0 %, 0 %
2018/10/21 17:33:34.653, [Not Supported], 0 %, 0 %
2018/10/21 17:33:35.654, [Not Supported], 0 %, 0 %
2018/10/21 17:33:36.655, [Not Supported], 0 %, 0 %
2018/10/21 17:33:37.658, [Not Supported], 0 %, 0 %
2018/10/21 17:33:38.659, [Not Supported], 0 %, 0 %
2018/10/21 17:33:39.660, [Not Supported], 0 %, 0 %
2018/10/21 17:33:40.661, [Not Supported], 0 %, 0 %
2018/10/21 17:33:41.662, [Not Supported], 0 %, 0 %
2018/10/21 17:33:42.664, [Not Supported], 0 %, 0 %
2018/10/21 17:33:43.664, [Not Supported], 0 %, 0 %
2018/10/21 17:33:44.666, [Not Supported], 0 %, 0 %
2018/10/21 17:33:45.667, [Not Supported], 0 %, 0 %
2018/10/21 17:33:46.668, [Not Supported], 0 %, 0 %
2018/10/21 17:33:47.669, [Not Supported], 0 %, 0 %
2018/10/21 17:33:48.670, [Not Supported], 0 %, 0 %
2018/10/21 17:33:49.671, [Not Supported], 0 %, 0 %
2018/10/21 17:33:50.672, [Not Supported], 0 %, 0 %
2018/10/21 17:33:51.673, [Not Supported], 0 %, 0 %
2018/10/21 17:33:52.674, [Not Supported], 0 %, 0 %
2018/10/21 17:33:53.675, [Not Supported], 0 %, 0 %
2018/10/21 17:33:54.676, [Not Supported], 0 %, 0 %
2018/10/21 17:33:55.677, [Not Supported], 0 %, 0 %
2018/10/21 17:33:56.678, [Not Supported], 0 %, 0 %
2018/10/21 17:33:57.679, [Not Supported], 0 %, 0 %
2018/10/21 17:33:58.681, [Not Supported], 0 %, 0 %
2018/10/21 17:33:59.681, [Not Supported], 0 %, 0 %
2018/10/21 17:34:00.683, [Not Supported], 0 %, 0 %
2018/10/21 17:34:01.683, [Not Supported], 0 %, 0 %
2018/10/21 17:34:02.684, [Not Supported], 0 %, 0 %
2018/10/21 17:34:03.685, [Not Supported], 0 %, 0 %
2018/10/21 17:34:04.686, [Not Supported], 0 %, 0 %
2018/10/21 17:34:05.687, [Not Supported], 0 %, 0 %
2018/10/21 17:34:06.688, [Not Supported], 0 %, 0 %
2018/10/21 17:34:07.689, [Not Supported], 0 %, 0 %
2018/10/21 17:34:08.689, [Not Supported], 0 %, 0 %
2018/10/21 17:34:09.690, [Not Supported], 0 %, 0 %
2018/10/21 17:34:10.691, [Not Supported], 0 %, 0 %
2018/10/21 17:34:11.692, [Not Supported], 0 %, 0 %
2018/10/21 17:34:12.693, [Not Supported], 0 %, 0 %
2018/10/21 17:34:13.694, [Not Supported], 0 %, 0 %
2018/10/21 17:34:14.695, [Not Supported], 0 %, 0 %
2018/10/21 17:34:15.696, [Not Supported], 0 %, 0 %
2018/10/21 17:34:16.697, [Not Supported], 0 %, 0 %
2018/10/21 17:34:17.698, [Not Supported], 0 %, 0 %
2018/10/21 17:34:18.699, [Not Supported], 0 %, 0 %
2018/10/21 17:34:19.700, [Not Supported], 0 %, 0 %
2018/10/21 17:34:20.701, [Not Supported], 0 %, 0 %
2018/10/21 17:34:21.702, [Not Supported], 0 %, 0 %
2018/10/21 17:34:22.703, [Not Supported], 0 %, 0 %
2018/10/21 17:34:23.705, [Not Supported], 0 %, 0 %
2018/10/21 17:34:24.706, [Not Supported], 0 %, 0 %
2018/10/21 17:34:25.706, [Not Supported], 0 %, 0 %
2018/10/21 17:34:26.707, [Not Supported], 0 %, 0 %
2018/10/21 17:34:27.709, [Not Supported], 0 %, 0 %
2018/10/21 17:34:28.710, [Not Supported], 0 %, 0 %
2018/10/21 17:34:29.711, [Not Supported], 0 %, 0 %
2018/10/21 17:34:30.712, [Not Supported], 0 %, 0 %
2018/10/21 17:34:31.713, [Not Supported], 0 %, 0 %
2018/10/21 17:34:32.714, [Not Supported], 0 %, 0 %
2018/10/21 17:34:33.715, [Not Supported], 0 %, 0 %
2018/10/21 17:34:34.716, [Not Supported], 0 %, 0 %
2018/10/21 17:34:35.717, [Not Supported], 0 %, 0 %
2018/10/21 17:34:36.718, [Not Supported], 0 %, 0 %
2018/10/21 17:34:37.719, [Not Supported], 0 %, 0 %
2018/10/21 17:34:38.720, [Not Supported], 0 %, 0 %
2018/10/21 17:34:39.721, [Not Supported], 0 %, 0 %
2018/10/21 17:34:40.722, [Not Supported], 0 %, 0 %
2018/10/21 17:34:41.723, [Not Supported], 0 %, 0 %
2018/10/21 17:34:42.725, [Not Supported], 0 %, 0 %
2018/10/21 17:34:43.726, [Not Supported], 0 %, 0 %
2018/10/21 17:34:44.727, [Not Supported], 0 %, 0 %
2018/10/21 17:34:45.728, [Not Supported], 0 %, 0 %
2018/10/21 17:34:46.729, [Not Supported], 0 %, 0 %
2018/10/21 17:34:47.729, [Not Supported], 0 %, 0 %
2018/10/21 17:34:48.730, [Not Supported], 0 %, 0 %
2018/10/21 17:34:49.731, [Not Supported], 0 %, 0 %
2018/10/21 17:34:50.732, [Not Supported], 0 %, 0 %
2018/10/21 17:34:51.733, [Not Supported], 0 %, 0 %
2018/10/21 17:34:52.735, [Not Supported], 0 %, 0 %
2018/10/21 17:34:53.736, [Not Supported], 0 %, 0 %
2018/10/21 17:34:54.737, [Not Supported], 0 %, 0 %
2018/10/21 17:34:55.738, [Not Supported], 0 %, 0 %
2018/10/21 17:34:56.739, [Not Supported], 0 %, 0 %
2018/10/21 17:34:57.740, [Not Supported], 0 %, 0 %
2018/10/21 17:34:58.742, [Not Supported], 0 %, 0 %
2018/10/21 17:34:59.743, [Not Supported], 0 %, 0 %
2018/10/21 17:35:00.744, [Not Supported], 0 %, 0 %
2018/10/21 17:35:01.745, [Not Supported], 0 %, 0 %
2018/10/21 17:35:02.746, [Not Supported], 0 %, 0 %
2018/10/21 17:35:03.747, [Not Supported], 0 %, 0 %
2018/10/21 17:35:04.748, [Not Supported], 0 %, 0 %
2018/10/21 17:35:05.749, [Not Supported], 0 %, 0 %
2018/10/21 17:35:06.749, [Not Supported], 0 %, 0 %
2018/10/21 17:35:07.751, [Not Supported], 0 %, 0 %
2018/10/21 17:35:08.752, [Not Supported], 0 %, 0 %
2018/10/21 17:35:09.753, [Not Supported], 0 %, 0 %
2018/10/21 17:35:10.754, [Not Supported], 0 %, 0 %
2018/10/21 17:35:11.755, [Not Supported], 0 %, 0 %
2018/10/21 17:35:12.756, [Not Supported], 0 %, 0 %
2018/10/21 17:35:13.757, [Not Supported], 0 %, 0 %
2018/10/21 17:35:14.758, [Not Supported], 0 %, 0 %
2018/10/21 17:35:15.759, [Not Supported], 0 %, 0 %
2018/10/21 17:35:16.761, [Not Supported], 0 %, 0 %
2018/10/21 17:35:17.761, [Not Supported], 0 %, 0 %
2018/10/21 17:35:18.762, [Not Supported], 0 %, 0 %
2018/10/21 17:35:19.764, [Not Supported], 0 %, 0 %
2018/10/21 17:35:20.765, [Not Supported], 0 %, 0 %
2018/10/21 17:35:21.766, [Not Supported], 0 %, 0 %
2018/10/21 17:35:22.767, [Not Supported], 0 %, 0 %
2018/10/21 17:35:23.768, [Not Supported], 0 %, 0 %
2018/10/21 17:35:24.769, [Not Supported], 0 %, 0 %
2018/10/21 17:35:25.770, [Not Supported], 0 %, 0 %
2018/10/21 17:35:26.771, [Not Supported], 0 %, 0 %
2018/10/21 17:35:27.772, [Not Supported], 0 %, 0 %
2018/10/21 17:35:28.774, [Not Supported], 0 %, 0 %
2018/10/21 17:35:29.775, [Not Supported], 0 %, 0 %
2018/10/21 17:35:30.776, [Not Supported], 0 %, 0 %
2018/10/21 17:35:31.777, [Not Supported], 0 %, 0 %
2018/10/21 17:35:32.778, [Not Supported], 0 %, 0 %
2018/10/21 17:35:33.779, [Not Supported], 0 %, 0 %
2018/10/21 17:35:34.781, [Not Supported], 0 %, 0 %
2018/10/21 17:35:35.782, [Not Supported], 0 %, 0 %
2018/10/21 17:35:36.783, [Not Supported], 0 %, 0 %
2018/10/21 17:35:37.784, [Not Supported], 0 %, 0 %
2018/10/21 17:35:38.785, [Not Supported], 0 %, 0 %
2018/10/21 17:35:39.786, [Not Supported], 0 %, 0 %
2018/10/21 17:35:40.787, [Not Supported], 0 %, 0 %
2018/10/21 17:35:41.789, [Not Supported], 0 %, 0 %
2018/10/21 17:35:42.790, [Not Supported], 0 %, 0 %
2018/10/21 17:35:43.791, [Not Supported], 0 %, 0 %
2018/10/21 17:35:44.792, [Not Supported], 30 %, 10 %
2018/10/21 17:35:45.793, [Not Supported], 32 %, 11 %
2018/10/21 17:35:46.793, [Not Supported], 30 %, 11 %
2018/10/21 17:35:47.794, [Not Supported], 47 %, 33 %
2018/10/21 17:35:48.795, [Not Supported], 52 %, 32 %
2018/10/21 17:35:49.795, [Not Supported], 49 %, 32 %
2018/10/21 17:35:50.796, [Not Supported], 54 %, 34 %
2018/10/21 17:35:51.797, [Not Supported], 49 %, 32 %
2018/10/21 17:35:52.799, [Not Supported], 48 %, 34 %
2018/10/21 17:35:53.799, [Not Supported], 53 %, 33 %
2018/10/21 17:35:54.800, [Not Supported], 14 %, 8 %
2018/10/21 17:35:55.801, [Not Supported], 0 %, 0 %
2018/10/21 17:35:56.802, [Not Supported], 4 %, 3 %
2018/10/21 17:35:57.803, [Not Supported], 0 %, 0 %
2018/10/21 17:35:58.804, [Not Supported], 0 %, 0 %
2018/10/21 17:35:59.805, [Not Supported], 0 %, 0 %
2018/10/21 17:36:00.806, [Not Supported], 8 %, 6 %
2018/10/21 17:36:01.807, [Not Supported], 0 %, 0 %
2018/10/21 17:36:02.808, [Not Supported], 8 %, 6 %
2018/10/21 17:36:03.809, [Not Supported], 0 %, 0 %
2018/10/21 17:36:04.810, [Not Supported], 0 %, 0 %
2018/10/21 17:36:05.811, [Not Supported], 0 %, 0 %
2018/10/21 17:36:06.812, [Not Supported], 8 %, 6 %
2018/10/21 17:36:07.813, [Not Supported], 0 %, 0 %
2018/10/21 17:36:08.814, [Not Supported], 3 %, 2 %
2018/10/21 17:36:09.815, [Not Supported], 0 %, 0 %
2018/10/21 17:36:10.816, [Not Supported], 0 %, 0 %
2018/10/21 17:36:11.817, [Not Supported], 0 %, 0 %
2018/10/21 17:36:12.818, [Not Supported], 9 %, 6 %
2018/10/21 17:36:13.819, [Not Supported], 0 %, 0 %
2018/10/21 17:36:14.820, [Not Supported], 8 %, 6 %
2018/10/21 17:36:15.822, [Not Supported], 0 %, 0 %
2018/10/21 17:36:16.822, [Not Supported], 0 %, 0 %
2018/10/21 17:36:17.824, [Not Supported], 0 %, 0 %
2018/10/21 17:36:18.825, [Not Supported], 8 %, 6 %
2018/10/21 17:36:19.826, [Not Supported], 0 %, 0 %
2018/10/21 17:36:20.827, [Not Supported], 8 %, 6 %
2018/10/21 17:36:21.828, [Not Supported], 0 %, 0 %
2018/10/21 17:36:22.830, [Not Supported], 0 %, 0 %
2018/10/21 17:36:23.831, [Not Supported], 0 %, 0 %
2018/10/21 17:36:24.832, [Not Supported], 8 %, 6 %
2018/10/21 17:36:25.833, [Not Supported], 0 %, 0 %
2018/10/21 17:36:26.834, [Not Supported], 8 %, 6 %
2018/10/21 17:36:27.835, [Not Supported], 0 %, 0 %
2018/10/21 17:36:28.836, [Not Supported], 0 %, 0 %
2018/10/21 17:36:29.838, [Not Supported], 0 %, 0 %
2018/10/21 17:36:30.839, [Not Supported], 5 %, 4 %
2018/10/21 17:36:31.840, [Not Supported], 0 %, 0 %
2018/10/21 17:36:32.841, [Not Supported], 8 %, 6 %
2018/10/21 17:36:33.842, [Not Supported], 0 %, 0 %
2018/10/21 17:36:34.843, [Not Supported], 0 %, 0 %
2018/10/21 17:36:35.844, [Not Supported], 0 %, 0 %
2018/10/21 17:36:36.845, [Not Supported], 8 %, 6 %
2018/10/21 17:36:37.846, [Not Supported], 0 %, 0 %
2018/10/21 17:36:38.848, [Not Supported], 8 %, 6 %
2018/10/21 17:36:39.849, [Not Supported], 0 %, 0 %
2018/10/21 17:36:40.850, [Not Supported], 0 %, 0 %
2018/10/21 17:36:41.851, [Not Supported], 0 %, 0 %
2018/10/21 17:36:42.852, [Not Supported], 8 %, 6 %
2018/10/21 17:36:43.854, [Not Supported], 0 %, 0 %
2018/10/21 17:36:44.855, [Not Supported], 8 %, 6 %
2018/10/21 17:36:45.856, [Not Supported], 0 %, 0 %
2018/10/21 17:36:46.857, [Not Supported], 0 %, 0 %
2018/10/21 17:36:47.858, [Not Supported], 0 %, 0 %
2018/10/21 17:36:48.859, [Not Supported], 8 %, 6 %
2018/10/21 17:36:49.860, [Not Supported], 0 %, 0 %
2018/10/21 17:36:50.862, [Not Supported], 8 %, 6 %
2018/10/21 17:36:51.863, [Not Supported], 0 %, 0 %
